"sep=,"
"Export items"
" "
Account,Item,"Item number",SKU,Manufacturer,Supplier,"Label alcohol","Units per item",Unit,"Items per case","Total quantity"
"Well Crafted Wine & Beverage Co.","Conde Valdemar Finca Alta Cantabria White 2023",27395,SPA1343,,,13.50,750.000,ml,12,19.000
"Well Crafted Wine & Beverage Co.","Conde Valdemar Balcon de Pilatos Maturana 2019",21362,SPA1281,,,13.50,750.000,ml,6,1.000
"Well Crafted Wine & Beverage Co.","Conde Valdemar Balcon de Pilatos Maturana 2020",24284,SPA1281,,,13.50,750.000,ml,6,19.000
"Well Crafted Wine & Beverage Co.","Conde Valdemar Balcon de Pilatos Maturana 2022",29326,SPA1281,,,14.50,750.000,ml,6,82.000
"Well Crafted Wine & Beverage Co.","Conde Valdemar Blanco 2022",21359,SPA1278,,,12.50,750.000,ml,12,2.000
"Well Crafted Wine & Beverage Co.","Conde Valdemar Blanco 2023",24282,SPA1278,,,12.50,750.000,ml,12,732.000
"Well Crafted Wine & Beverage Co.","Conde Valdemar Crianza 2018",21360,SPA1275,,,14.00,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Conde Valdemar Crianza 2019",22789,SPA1275,,,14.00,750.000,ml,12,246.000
"Well Crafted Wine & Beverage Co.","Conde Valdemar La Gargantilla Garnacha 2019",22790,SPA1279,,,15.00,750.000,ml,6,139.000
"Well Crafted Wine & Beverage Co.","Conde Valdemar Las Seis Alhajas Graciano 2021",27627,SPA1280,,,14.50,750.000,ml,6,176.000
"Well Crafted Wine & Beverage Co.","Conde Valdemar Reserva 2017",27804,SPA1276,,,14.00,750.000,ml,12,289.000
"Well Crafted Wine & Beverage Co.","Conde Valdemar Reserva Magnum 2016",27802,SPA1354,,,14.00,750.000,ml,6,10.000
"Well Crafted Wine & Beverage Co.","Conde Valdemar Rose 2022",21358,SPA1274,,,12.50,750.000,ml,12,2.000
"Well Crafted Wine & Beverage Co.","Conde Valdemar Rose 2023",24281,SPA1274,,,13.00,750.000,ml,12,59.000
"Well Crafted Wine & Beverage Co.","Conde Valdemar Rose 2024",28257,SPA1274,,,13.00,750.000,ml,12,1062.000
"Well Crafted Wine & Beverage Co.","Conde Valdemar Tempranillo Blanco (Green Labels) 2022",21368,SPA1277,,,12.50,750.000,ml,12,22.000
"Well Crafted Wine & Beverage Co.","Conde Valdemar Tempranillo Blanco (Green Labels) 2023",24283,SPA1277,,,12.50,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Conde Valdemar Tempranillo Blanco (Green Labels) 2024",29324,SPA1277,,,12.50,750.000,ml,12,147.000
"Well Crafted Wine & Beverage Co.","Conde Valdemar Valdemoreda Tinto 2022",25674,SPA1345,,,13.50,750.000,ml,12,623.000
"Well Crafted Wine & Beverage Co.","Conde Valdemar White Tempranillo (White Labels) 2023",24290,SPA1316,,,13.00,750.000,ml,12,1276.000
"Well Crafted Wine & Beverage Co.","Conde Villar Red 2022",24631,POR1024,,,11.00,750.000,ml,12,563.000
"Well Crafted Wine & Beverage Co.","Conde Villar Alvarinho 2024",30043,POR1023,,,13.50,750.000,ml,12,197.000
"Well Crafted Wine & Beverage Co.","Conde Villar Branco 2021",17051,POR1022,,,10.50,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Conde Villar Branco 2024",30042,POR1022,,,10.50,750.000,ml,12,1007.000
"Well Crafted Wine & Beverage Co.","Conde Villar Red 2021",17053,POR1024,,,11.00,750.000,ml,12,9.000
"Well Crafted Wine & Beverage Co.","Coravin Argon Capsules",19088,,,,,1.000,each,8,24.000
"Well Crafted Wine & Beverage Co.","Costa del Maresme Rose 2021",20570,SPA1249,,,12.50,750.000,ml,12,22.000
"Well Crafted Wine & Beverage Co.","Costa Lusa Red 2019",16420,POR1021,,,,750.000,ml,6,
"Well Crafted Wine & Beverage Co.","Coste Caumartin 1er Cru Blanc Les Chouacheaux 2019",21618,FRA1124,,,,750.000,ml,12,37.000
"Well Crafted Wine & Beverage Co.","Coste Caumartin 1er Cru Clos de Boucherottes 2019",21617,FRA1123,,,13.00,750.000,ml,12,25.000
"Well Crafted Wine & Beverage Co.","Coste Caumartin 1er Cru Rouge Les Chouacheaux 2019",21619,FRA1125,,,,750.000,ml,12,23.000
"Well Crafted Wine & Beverage Co.","Coste Caumartin Chardonnay 2020",21615,FRA1121,,,12.50,750.000,ml,12,50.000
"Well Crafted Wine & Beverage Co.","Coste Caumartin Haut Cotes de Beaune 2021",21616,FRA1122,,,12.00,750.000,ml,12,22.000
"Well Crafted Wine & Beverage Co.","Costers Del Segre Petit Sios Blanco 2018",4647,SPA1019,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Costers Del Segre Petit Sios Blanco 2020",14911,SPA1019,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Costers Del Segre Petit Sios Blanco 2021",17030,SPA1019,,,,750.000,ml,12,3.000
"Well Crafted Wine & Beverage Co.","Costers Del Segre Petit Sios Blanco 2022",20999,SPA1019,,,,750.000,ml,12,10.000
"Well Crafted Wine & Beverage Co.","Costers Del Segre Petit Sios Blanco 2023",24295,SPA1019,,,,750.000,ml,12,154.000
"Well Crafted Wine & Beverage Co.","Costers Del Segre Petit Sios Blanco 2024",30040,SPA1019,,,,750.000,ml,12,720.000
"Well Crafted Wine & Beverage Co.","Costers del Segre Petit Sios Tinto 2021",19206,SPA1021,,,13.50,750.000,ml,12,3.000
"Well Crafted Wine & Beverage Co.","Costers del Segre Petit Sios Tinto 2022",24296,SPA1021,,,13.50,750.000,ml,12,5.000
"Well Crafted Wine & Beverage Co.","Costers del Segre Petit Sios Tinto 2023",27628,SPA1021,,,13.50,750.000,ml,12,778.000
"Well Crafted Wine & Beverage Co.","Costers del Segre Sios Brut Blanc de Noirs 2021",24298,SPA1018,,,,750.000,ml,4,5.000
"Well Crafted Wine & Beverage Co.","Costers del Sio Cau del Gat 2022",25060,SPA1023,,,14.50,750.000,ml,12,167.000
"Well Crafted Wine & Beverage Co.","Costes de Provence Diane 2019",16989,,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Couplers for KeyKegs",17008,CAL1273,,,,1.000,each,1,4.000
"Well Crafted Wine & Beverage Co.","Crimson Clover RED Cabernet Sauvignon 2019",11669,SPA1231,,,14.50,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Crimson Clover RED Cabernet Sauvignon 2022",25357,SPA1231,,,14.50,750.000,ml,12,1420.000
"Well Crafted Wine & Beverage Co.","Crimson Clover WHITE Sauvignon Blanc 2024",25642,SPA1232,,,12.50,750.000,ml,12,1682.000
"Well Crafted Wine & Beverage Co.","Crimson Clover Sauvignon Blanc Keg 2024  20000 ml",27629,SPA1183,,,12.50,20000.000,ml,1,72.000
"Well Crafted Wine & Beverage Co.","Crimson Clover Tinto (Red) Keg 2020  20000 ml",24053,SPA1182,,,14.50,20000.000,ml,1,8.000
"Well Crafted Wine & Beverage Co.","Crimson Clover Tinto (Red) Keg 2022  20000 ml",30047,SPA1182,,,14.00,20000.000,ml,1,14.000
"Well Crafted Wine & Beverage Co.","Croix 1904 Zinfandel",8835,CAL1137,,,,750.000,ml,6,
"Well Crafted Wine & Beverage Co.","Croix Narrow Gauge Chardonnay 2017",7092,CAL1132,,,,750.000,ml,6,
"Well Crafted Wine & Beverage Co.","Croix Narrow Gauge Pinot Noir",8836,CAL1134,,,,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Crosarola Amarone 2021",28576,ITA1037,,,15.50,750.000,ml,6,76.000
"Well Crafted Wine & Beverage Co.","Crosarola Ripasso 2017",8759,ITA1036,,,,750.000,ml,6,1.000
"Well Crafted Wine & Beverage Co.","Crosarola Ripasso 2021",21570,ITA1036,,,14.00,750.000,ml,6,6.000
"Well Crafted Wine & Beverage Co.","Crosarola Ripasso 2022",28573,ITA1036,,,14.00,750.000,ml,6,890.000
"Well Crafted Wine & Beverage Co.","Crosarola Superiore 2016",23252,ITA1065,,,13.00,750.000,ml,6,1.000
"Well Crafted Wine & Beverage Co.","Crosarola Superiore 2022",25493,ITA1065,,,13.00,750.000,ml,6,1.000
"Well Crafted Wine & Beverage Co.","Crosarola Superiore 2023",28572,ITA1065,,,13.40,750.000,ml,6,1249.000
"Well Crafted Wine & Beverage Co.","Cultura Merlot 2014",14479,WAS1024,"Cultura Wines",,,750.000,ml,12,58.000
"Well Crafted Wine & Beverage Co.","Cuppedia Vermouth NV 2025085 1 l",20021,RIO1035,,,,1.000,l,6,142.000
"Well Crafted Wine & Beverage Co.","Customer Credit",1034,CREDIT1,,,,1.000,each,,
"Well Crafted Wine & Beverage Co.","Cuvee Prestige Muscadet Sevre-et-Maine White 2018",16986,,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Darms Lane Cabernet Sauvignon, Bon Passe 2016",11721,CAL1153,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Darms Lane Cabernet Sauvignon, Bon Passe 2021",23068,CAL1153,,,,750.000,ml,12,70.000
"Well Crafted Wine & Beverage Co.","Darms Lane Chardonnay, Oak Knoll District 2023",29387,CAL1152,,,,750.000,ml,12,59.000
"Well Crafted Wine & Beverage Co.","Darms Lane Fortune 1621 Cabernet Sauvignon 2021",23846,CAL1155,,,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Darms Lane Fortune 1621 Cabernet Sauvignon 2022",25945,CAL1155,,,,750.000,ml,12,438.000
"Well Crafted Wine & Beverage Co.","Darms Lane Fortune 1621 Chardonnay 2023",25946,CAL1156,,,14.50,750.000,ml,12,164.000
"Well Crafted Wine & Beverage Co.","Darms Lane Pinot Noir Russian River Valley 2018",14952,CAL1154,,,,750.000,ml,12,3.000
"Well Crafted Wine & Beverage Co.","Darms Lane Pinot Noir Russian River Valley 2022",27793,CAL1154,,,,750.000,ml,12,10.000
"Well Crafted Wine & Beverage Co.","Daughters and Sons Cabernet Sauvignon 2020",18204,SAMPLE,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Daughters and Sons Sauvignon Blanc 2021",18206,SAMPLE,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","De Bortoli Noble One 2015  375 ml",27319,AUS1032,,,19.50,375.000,ml,12,98.000
"Well Crafted Wine & Beverage Co.","De Bortoli Old Boys 21 Years Barrel Aged Tawny   500 ml",27320,AUS1033,,,,500.000,ml,12,104.000
"Well Crafted Wine & Beverage Co.","De Bortoli Yarra Valley Pinot Noir 2021",27796,AUS1038,,,13.80,750.000,ml,6,76.000
"Well Crafted Wine & Beverage Co.","Dear Mom Sparkletown   187 ml",4453,ORO1011,,,13.10,187.000,ml,24,687.000
"Well Crafted Wine & Beverage Co.","Dear Mom White (Dented) NV  187 ml",15983,ORO1009,"Dear Mom",,,187.000,ml,24,2.000
"Well Crafted Wine & Beverage Co.","Dogwood & Thistle Carignan 2021",18244,CAL1230,,,12.80,750.000,ml,12,738.000
"Well Crafted Wine & Beverage Co.","Dogwood & Thistle Cavalier Cuvee Pinot Noir (Private Label) 2021",19986,CAL1300,,,13.80,750.000,ml,12,406.000
"Well Crafted Wine & Beverage Co.","Dogwood & Thistle Merlot 2019",15605,CAL1259,,,,750.000,ml,12,61.000
"Well Crafted Wine & Beverage Co.","Dogwood & Thistle Pinot Noir 2021",18243,CAL1229,,,13.80,750.000,ml,12,430.000
"Well Crafted Wine & Beverage Co.","Dogwood & Thistle Sauvignon Blanc 2023",24042,CAL1228,,,12.40,750.000,ml,12,753.000
"Well Crafted Wine & Beverage Co.","Dogwood & Thistle Shenandoah Cabernet Franc 2022",21987,VIR1049,,,12.80,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Dogwood & Thistle Shenandoah Cabernet Franc 2024",30235,VIR1049,,,12.80,750.000,ml,12,66.000
"Well Crafted Wine & Beverage Co.","Dogwood & Thistle Shenandoah Petit Manseng 2022",21335,VIR1047,,,12.80,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Dogwood & Thistle Shenandoah Riesling 2023",25033,VIR1048,,,12.20,750.000,ml,12,27.000
"Well Crafted Wine & Beverage Co.","Dogwood & Thistle Shenandoah White Blend 2022",21334,VIR1046,,,12.20,750.000,ml,12,41.000
"Well Crafted Wine & Beverage Co.","Dolce Vita Blackberry Daiquiri",21348,NON1009,,,,750.000,ml,12,90.000
"Well Crafted Wine & Beverage Co.","Dolce Vita Mojito",21347,NON1008,,,,750.000,ml,12,20.000
"Well Crafted Wine & Beverage Co.","Dolce Vita Spritz NV",27089,NON1028,,,,750.000,ml,12,109.000
"Well Crafted Wine & Beverage Co.","Dolce Vita Strawberry Margarita",21346,NON1007,,,,750.000,ml,12,23.000
"Well Crafted Wine & Beverage Co.","Domaine Benedetti Biologique Vaucluse 2020",24527,FRA1144,,,13.50,750.000,ml,12,2.000
"Well Crafted Wine & Beverage Co.","Domaine Benedetti Biologique Vaucluse 2022",25691,FRA1144,,,13.50,750.000,ml,12,274.000
"Well Crafted Wine & Beverage Co.","Domaine Benedetti Chateauneuf-du-Pape 2020",24530,FRA1145,,,14.50,750.000,ml,12,139.000
"Well Crafted Wine & Beverage Co.","Domaine Benedetti Cotes du Rhone Vielles Vignes 2021",24526,FRA1143,,,14.50,750.000,ml,12,38.000
"Well Crafted Wine & Beverage Co.","Domaine Bizet Sancerre Blanc 2023",24531,FRA1133,,,12.50,750.000,ml,12,807.000
"Well Crafted Wine & Beverage Co.","Domaine Bizet Sancerre Rose 2023",24532,FRA1134,,,12.50,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Domaine Bizet Sancerre Rose 2024",29448,FRA1134,,,12.50,750.000,ml,12,482.000
"Well Crafted Wine & Beverage Co.","Domaine Bizet Sancerre Rouge 2022",24533,FRA1135,,,12.50,750.000,ml,12,211.000
"Well Crafted Wine & Beverage Co.","Domaine Borgeot Puligny Montrachet Les Grands Champs 2022",25337,FRA1082,,,13.00,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Domaine Borgeot Puligny Montrachet Les Grands Champs 2023",27558,FRA1082,,,13.00,750.000,ml,12,8.000
"Well Crafted Wine & Beverage Co.","Domaine Borgeot Bourgogne Chardonnay 2021",20177,FRA1091,,,13.00,750.000,ml,12,15.000
"Well Crafted Wine & Beverage Co.","Domaine Borgeot Bourgogne Chardonnay 2022",23875,FRA1091,,,13.00,750.000,ml,12,120.000
"Well Crafted Wine & Beverage Co.","Domaine Borgeot Bourgogne Pinot Noir 2022",23876,FRA1095,,,13.00,750.000,ml,12,23.000
"Well Crafted Wine & Beverage Co.","Domaine Borgeot Bouzeron Les Tournelles 2021",20173,FRA1090,,,12.50,750.000,ml,12,47.000
"Well Crafted Wine & Beverage Co.","Domaine Borgeot Chassagne Montrachet 1er Cru Clos Saint Jean 2022",25338,FRA1084,,,12.50,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Domaine Borgeot Chassagne Montrachet 1er Cru Clos Saint Jean 2023",28600,FRA1084,,,12.50,750.000,ml,6,-6.000
"Well Crafted Wine & Beverage Co.","Domaine Borgeot Chassagne Montrachet Vieilles Vignes 2023",29158,FRA1083,,,13.00,750.000,ml,12,12.000
"Well Crafted Wine & Beverage Co.","Domaine Borgeot Puligny Montrachet Les Meix 2023",29156,FRA1093,,,13.00,750.000,ml,12,34.000
"Well Crafted Wine & Beverage Co.","Domaine Borgeot Santenay 1er cru Les Gravieres Rouge 2021",25339,FRA1094,,,13.50,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Domaine Borgeot Santenay Rouge Vieilles Vignes 2021",24561,FRA1085,,,13.00,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Domaine Boutet Saulnier Vouvray 2023",25539,FRA1064,,,14.10,750.000,ml,12,91.000
"Well Crafted Wine & Beverage Co.","Domaine Chevallier Chablis 2022",24250,FRA1140,,,,750.000,ml,6,1.000
"Well Crafted Wine & Beverage Co.","Domaine Chevallier Chablis 2024",29454,FRA1140,,,12.50,750.000,ml,6,599.000
"Well Crafted Wine & Beverage Co.","Domaine Chevallier Chablis 1er Cru Montmains 2022",24247,FRA1142,,,,750.000,ml,6,86.000
"Well Crafted Wine & Beverage Co.","Domaine Chevallier Cuvee Prestige 2022",24248,FRA1141,,,,750.000,ml,6,97.000
"Well Crafted Wine & Beverage Co.","Domaine Chevallier Petit Chablis 2022",24249,FRA1139,,,,750.000,ml,6,32.000
"Well Crafted Wine & Beverage Co.","Domaine Chevallier Petit Chablis 2023",29455,FRA1139,,,12.50,750.000,ml,6,120.000
"Well Crafted Wine & Beverage Co.","Domaine d'Avrille Anjou Blanc 2022",22321,FRA1120,"Chateau d'Avrille",,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Domaine d'Avrille Anjou Blanc 2023",25472,FRA1120,"Chateau d'Avrille",,12.00,750.000,ml,12,147.000
"Well Crafted Wine & Beverage Co.","Domaine d'Avrille Anjou Rouge 2022",22322,FRA1119,"Chateau d'Avrille",,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Domaine d'Avrille Anjou Rouge 2023",24765,FRA1119,"Chateau d'Avrille",,12.00,750.000,ml,12,855.000
"Well Crafted Wine & Beverage Co.","Domaine d'Avrille Sauvignon Blanc 2023",24764,FRA1118,"Chateau d'Avrille",,11.00,750.000,ml,12,975.000
"Well Crafted Wine & Beverage Co.","Domaine de Bellene Savigny Les Beaune Blanc 2020",20728,FRA1112,,,13.00,750.000,ml,6,18.000
"Well Crafted Wine & Beverage Co.","Domaine de la Denante Bourgogne Chardonnay 2021",19578,FRA1055,,,13.00,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Domaine de la Denante Bourgogne Chardonnay 2022",21683,FRA1055,,,13.00,750.000,ml,12,10.000
"Well Crafted Wine & Beverage Co.","Domaine de la Denante Bourgogne Chardonnay 2023",29155,FRA1055,,,13.00,750.000,ml,12,53.000
"Well Crafted Wine & Beverage Co.","Domaine de la Denante Bourgogne Pinot Noir 2023",28603,FRA1056,,,13.00,750.000,ml,12,124.000
"Well Crafted Wine & Beverage Co.","Domaine de la Denante Macon La Roche Vineuse Chardonnay 2021",20170,FRA1102,,,13.00,750.000,ml,12,3.000
"Well Crafted Wine & Beverage Co.","Domaine de la Denante Macon La Roche Vineuse Chardonnay 2022",23385,FRA1102,,,13.00,750.000,ml,12,8.000
"Well Crafted Wine & Beverage Co.","Domaine de la Denante Macon La Roche Vineuse Chardonnay 2023",28081,FRA1102,,,13.00,750.000,ml,12,28.000
"Well Crafted Wine & Beverage Co.","Domaine de la Denante Saint Veran 2022",24563,FRA1101,,,13.00,750.000,ml,12,7.000
"Well Crafted Wine & Beverage Co.","Domaine de la Denante Saint Veran 2023",28080,FRA1101,,,13.00,750.000,ml,12,32.000
"Well Crafted Wine & Beverage Co.","Domaine de la Fontainnerie Vouvray Sec 2022",23877,FRA1128,"Domaine de la Fontainnerie",,13.00,750.000,ml,12,492.000
"Well Crafted Wine & Beverage Co.","Domaine de la Fontainnerie Vouvray Sparkling",23791,FRA1129,"Domaine de la Fontainnerie",,13.00,750.000,ml,12,176.000
"Well Crafted Wine & Beverage Co.","Domaine de la Villaudiere Charme de Loire Sauvignon Blanc 2021",20491,FRA1105,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Domaine de la Villaudiere Sancerre Rouge 2019",20492,FRA1106,,,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Domaine de Lilotte 2021",19184,FRA1088,,,,750.000,ml,12,373.000
"Well Crafted Wine & Beverage Co.","Domaine des Perrelles Moulin a Vent 2020",19260,FRA1052,,,13.00,750.000,ml,12,2.000
"Well Crafted Wine & Beverage Co.","Domaine des Perrelles Moulin a Vent 2021",24564,FRA1052,,,13.00,750.000,ml,12,2.000
"Well Crafted Wine & Beverage Co.","Domaine des Perrelles Moulin a Vent 2023",28601,FRA1052,,,13.00,750.000,ml,12,28.000
"Well Crafted Wine & Beverage Co.","Domaine Du Fossile Rouge 2023",24772,FRA1161,,,12.50,750.000,ml,12,975.000
"Well Crafted Wine & Beverage Co.","Domaine du Joncier iCI 2017",15048,FRA1071,,,14.50,750.000,ml,12,34.000
"Well Crafted Wine & Beverage Co.","Domaine du Joncier L'O de Joncier 2019",15047,FRA1070,,,13.50,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Domaine du Joncier L'O de Joncier 2020",19572,FRA1070,,,13.50,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Domaine du Joncier Les Muses 2017",15050,FRA1072,,,14.50,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Domaine du Joncier Lumen 2019",15049,FRA1073,,,13.50,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Domaine du Joncier Regard 2016",15191,FRA1075,,,14.50,750.000,ml,12,7.000
"Well Crafted Wine & Beverage Co.","Domaine du Vieux College Marsannay Rouge ""Les Recilles"" 2021",25334,FRA1176,,,13.70,750.000,ml,12,35.000
"Well Crafted Wine & Beverage Co.","Domaine du Vieux College Bourgogne Aligote Traditionnel 2022",24559,FRA1096,,,12.50,750.000,ml,12,25.000
"Well Crafted Wine & Beverage Co.","Domaine du Vieux College Fixin Rouge Les Champs des Charmes 2021",24560,FRA1099,,,13.60,750.000,ml,12,2.000
"Well Crafted Wine & Beverage Co.","Domaine du Vieux College Fixin Rouge Les Champs des Charmes 2022",25538,FRA1099,,,13.60,750.000,ml,12,6.000
"Well Crafted Wine & Beverage Co.","Domaine du Vieux College Marsannay Blanc ""Les Vignes Marie"" 2020",20171,FRA1097,,,13.50,750.000,ml,12,5.000
"Well Crafted Wine & Beverage Co.","Domaine du Vieux College Marsannay Blanc ""Les Vignes Marie"" 2021",28082,FRA1097,,,13.50,750.000,ml,12,24.000
"Well Crafted Wine & Beverage Co.","Domaine du Vieux College Marsannay Rouge Les Favieres 2021",24562,FRA1098,,,13.50,750.000,ml,12,3.000
"Well Crafted Wine & Beverage Co.","Domaine Fevre 1er Cru Chablis Fourchaume 2022",25377,FRA1115,,,13.00,750.000,ml,12,8.000
"Well Crafted Wine & Beverage Co.","Domaine Fevre 1er Cru Chablis Vaulorent 2022",25354,FRA1116,,,13.00,750.000,ml,6,0.000
"Well Crafted Wine & Beverage Co.","Domaine Fevre Chablis 2021",19579,FRA1054,,,12.50,750.000,ml,12,12.000
"Well Crafted Wine & Beverage Co.","Domaine Fevre Chablis 2023",27556,FRA1054,,,12.50,750.000,ml,12,121.000
"Well Crafted Wine & Beverage Co.","Domaine Fevre Grand Cru Les Preuses 2022",25336,FRA1117,,,,750.000,ml,6,0.000
"Well Crafted Wine & Beverage Co.","Domaine Fevre Petit Chablis 2022",25335,FRA1114,,,12.00,750.000,ml,12,5.000
"Well Crafted Wine & Beverage Co.","Domaine Fevre Petit Chablis 2023",29157,FRA1114,,,12.00,750.000,ml,12,24.000
"Well Crafted Wine & Beverage Co.","Domaine Guillerault Fargette Sancerre Fargette Sancerre (MD & DC)",23917,FRA1157,,,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Domaine Laurent Borgeot Bourgogne Blanc Monopole Clos de la Carbonade 2023",27557,FRA1059,,,13.00,750.000,ml,12,25.000
"Well Crafted Wine & Beverage Co.","Dominio de la Abadesa Crianza 2011",18192,SAMPLE,,,,750.000,ml,12,6.000
"Well Crafted Wine & Beverage Co.","Dominio De La Abadesa Crianza 2017",16445,SPA1248,,,14.00,750.000,ml,12,3.000
"Well Crafted Wine & Beverage Co.","Dominio de la Abadesa Roble 2018",18193,SAMPLE,,,,750.000,ml,12,4.000
"Well Crafted Wine & Beverage Co.","Dominio de la Abadesa Verdejo 2016",18194,SPA1243,,,13.50,750.000,ml,12,6.000
"Well Crafted Wine & Beverage Co.","Dominio de la Abadesa Verdejo 2018",15029,SPA1243,,,13.50,750.000,ml,12,47.000
"Well Crafted Wine & Beverage Co.","Dominio de Taurum DO TORO 2016",8918,SPA1219,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Dominio de Taurum DO TORO 2019",23255,SPA1219,,,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Dominio de Taurum DO TORO 2020",17021,SPA1219,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Dominio de Taurum DO TORO 2021",19204,SPA1219,,,14.50,750.000,ml,12,415.000
"Well Crafted Wine & Beverage Co.","Dominio de Taurum DO TORO 2023",29475,SPA1219,,,,750.000,ml,12,624.000
"Well Crafted Wine & Beverage Co.","Dominique Portet Cabernet Sauvignon Yarra Valley 2017",17630,AUS1006,,,13.50,750.000,ml,6,78.000
"Well Crafted Wine & Beverage Co.","Dominique Portet Fontaine Cabernet Sauvgnon 2021",24793,AUS1007,,,13.00,750.000,ml,12,93.000
"Well Crafted Wine & Beverage Co.","Dominique Portet Sauvignon Blanc 2020",17633,AUS1009,,,13.00,750.000,ml,12,11.000
"Well Crafted Wine & Beverage Co.","Dominique Portet Sauvignon Blanc 2022",21611,AUS1009,,,13.00,750.000,ml,12,3.000
"Well Crafted Wine & Beverage Co.","Dominique Portet Sauvignon Blanc 2023",29037,AUS1009,,,13.00,750.000,ml,6,97.000
"Well Crafted Wine & Beverage Co.","DR Colheita Tinto 2017",24970,POR1038,,,,750.000,ml,12,33.000
"Well Crafted Wine & Beverage Co.","Drimia Malbec",25299,ISR1034,,,,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Drimia Cabernet Sauvignon 2017",17073,,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Drimia Cabernet Sauvignon Mevushal (MD & DC)",23925,ISR1009,,,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Drimia Sahar Red Blend  (MD & DC)",23926,ISR1010,,,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Dvir Cabernet Sauvignon",24715,ISR1020,,,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Dvir Estate Blend",24716,ISR1021,,,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Dvir Petit Verdot",24717,ISR1022,,,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Dvir Pinot Noir",24718,ISR1023,,,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Dvir Yaar Levanon",24714,ISR1019,,,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Earl Patrick Lambert Chinon L'Ame d'Antan 2019",24771,FRA1147,,,12.50,750.000,ml,12,278.000
"Well Crafted Wine & Beverage Co.","Earl Patrick Lambert Chinon Vieilles Vignes 2018",24767,FRA1146,,,13.00,750.000,ml,12,829.000
"Well Crafted Wine & Beverage Co.","Echevarria Propuesta 2017",8628,CHL1003,,,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Emek Reb Yose Capricorn Cabernet Sauvignon Mevushal (MD & DC)",23927,ISR1011,,,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Emek Reb Yose Capricorn Merlot Mevushal (MD & DC) 2020",23928,ISR1012,,,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Emek Reb Yose Ben Teima Cabernet Sauvignon Mevushal (MD & DC)",23929,ISR1013,,,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Emporda Rhodes 2015",3053,SPA1027,,,14.50,750.000,ml,6,1.000
"Well Crafted Wine & Beverage Co.","Emporda Vi Novell 2015",1769,SPA1029,,,13.50,750.000,ml,12,12.000
"Well Crafted Wine & Beverage Co.","Endhardt Rose 2021",23466,VIR1056,"Endhardt Vineyards",,12.30,750.000,ml,12,11.000
