id,tenantId,externalId,name,accountNumber,billingEmail,phone,street1,street2,city,state,postalCode,country,paymentTerms,orderingPaceDays,establishedRevenue,createdAt,updatedAt,averageOrderIntervalDays,closedReason,dormancySince,isPermanentlyClosed,lastOrderDate,nextExpectedOrderDate,reactivatedDate,riskStatus,salesRepId
5799f0b0-a2d2-45e6-a3e5-0b10b42118e7,58b8126a-2d2f-4f55-bc98-5b6784800bed,Fontaine Cafe & Creperie Alexandria,Fontaine Cafe & Creperie Alexandria,,,,,,,,,United States,Net 30,,,2025-10-18 14:22:56.778,2025-10-19 13:51:00.754,,,,f,,,,HEALTHY,7375f0ad-769f-49ee-90da-757a9bf069ef
57bbdb55-9671-43aa-941a-f8e7f90e11fa,58b8126a-2d2f-4f55-bc98-5b6784800bed,,Babbo LLC,,,,,,,,,US,Net 30,,,2025-10-18 18:55:28.842,2025-10-19 13:51:01.07,,,,f,2025-10-12 00:00:00,,,HEALTHY,73986a15-7951-4f80-b3e4-e7b79049e326
5ca6f65d-ccad-4436-ac03-e1026edcaa4f,58b8126a-2d2f-4f55-bc98-5b6784800bed,Fort Meade Gare 32 Express 1040714,Fort Meade Gare 32 Express 1040714,,,410-305-4795,,,,MD,,United States,Net 30,,,2025-10-18 14:23:02.669,2025-10-19 13:51:11.063,,,,f,,,,HEALTHY,73986a15-7951-4f80-b3e4-e7b79049e326
6f0c83ef-8026-4ec7-a513-d06bc8cce50c,58b8126a-2d2f-4f55-bc98-5b6784800bed,Food Fanatics Kitchen Roanoke,Food Fanatics Kitchen Roanoke,,,5402044767,551 Marshall Ave SW,,Roanoke,VA,24016,United States,Net 30,,,2025-10-18 14:22:56.851,2025-10-19 13:51:51.493,,,,f,,,,HEALTHY,73986a15-7951-4f80-b3e4-e7b79049e326
6f8f4f9b-7d10-4e4a-b15a-55656413dcab,58b8126a-2d2f-4f55-bc98-5b6784800bed,Fort Meade Forest Glen Annex Exchange 1040212,Fort Meade Forest Glen Annex Exchange 1040212,,,301-588-1602,2460 Linden Lane,Bldg. 164,Silver Spring,MD,20910,United States,Net 30,,,2025-10-18 14:23:02.373,2025-10-19 13:51:52.7,,,,f,,,,HEALTHY,ece838ee-03c8-433c-925b-d48907c675a6
93085b24-453f-4d08-a20a-a343fe0bb6fa,58b8126a-2d2f-4f55-bc98-5b6784800bed,Flying Fish,Flying Fish,,,,,,912 N Arthur Boulevard,VA,23230,United States,Net 30,,,2025-10-18 14:22:53.212,2025-10-19 13:53:03.319,,,,f,,,,HEALTHY,ece838ee-03c8-433c-925b-d48907c675a6
9389ba7d-0e04-4763-8164-a3c22aa0e56c,58b8126a-2d2f-4f55-bc98-5b6784800bed,ABRA-074173,Fogo de Chao Downtown DC,ABRA-074173,,202.347.4668,1101 Pennsylvania Ave NW,,Washington,DC,20004,United States,Net 30,,,2025-10-18 14:22:54.554,2025-10-19 13:53:04.365,,,,f,,,,HEALTHY,ece838ee-03c8-433c-925b-d48907c675a6
93a58ca2-854f-4019-895e-61e49847037c,58b8126a-2d2f-4f55-bc98-5b6784800bed,Ford's Colony Country Club,Ford's Colony Country Club,,,,240 Fords Colony Dr.,,Williamsburg,VA,23188,United States,Net 30,,,2025-10-18 14:22:58.974,2025-10-19 13:53:04.901,,,,f,,,,HEALTHY,7375f0ad-769f-49ee-90da-757a9bf069ef
94ca1f1e-8924-45d8-bf2b-4ffb42f2b89b,58b8126a-2d2f-4f55-bc98-5b6784800bed,013606242,Flight Wine Shop,013606242,,917-406-6710,269 19th Court South Suite 90,,Arlington,VA,22202,United States,Net 30,,,2025-10-18 14:22:51.397,2025-10-19 13:53:06.968,,,,f,,,,HEALTHY,ece838ee-03c8-433c-925b-d48907c675a6
9fcc6609-0095-4254-ba1d-e8d4e62a1644,58b8126a-2d2f-4f55-bc98-5b6784800bed,013197994,Flour & Water Co.,013197994,,540-9751468,124 south Main street,,Woodstock,VA,22664,United States,Net 30,,,2025-10-18 14:22:52.897,2025-10-19 13:53:31.134,,,,f,2025-10-05 00:00:00,,,HEALTHY,7375f0ad-769f-49ee-90da-757a9bf069ef
9ff65195-f309-4e79-9cb7-f0c5d924bd99,58b8126a-2d2f-4f55-bc98-5b6784800bed,92122,Forked on Main,92122,,631-767-4609,124 W. Main St.,,Orange,VA,22960,United States,Net 30,,,2025-10-18 14:23:01.156,2025-10-19 13:53:31.657,,,,f,,,,HEALTHY,7375f0ad-769f-49ee-90da-757a9bf069ef
a83ca646-6a60-46c8-a5a7-cf5ee58dd791,58b8126a-2d2f-4f55-bc98-5b6784800bed,Floriana,Floriana,,,,1602 17th St NW,,Washington,DC,20009,United States,Net 30,,,2025-10-18 14:22:52.752,2025-10-19 13:53:47.64,,,,f,,,,HEALTHY,73986a15-7951-4f80-b3e4-e7b79049e326
aa9ce1c7-679b-424b-882b-afdd93ab5421,58b8126a-2d2f-4f55-bc98-5b6784800bed,Fort Meade Main Store 1040712,Fort Meade Main Store 1040712,,,410-305-4873 ext. 201,,,Fort Meade,MD,,United States,Net 30,,,2025-10-18 14:23:03.289,2025-10-19 13:53:53.614,,,,f,,,,HEALTHY,ece838ee-03c8-433c-925b-d48907c675a6
ac9b0f1c-333a-4dc6-a85c-a95cb937f999,58b8126a-2d2f-4f55-bc98-5b6784800bed,,"Avenue A Pizza, LLC",,,,,,,,,US,Net 30,,,2025-10-18 18:55:28.842,2025-10-19 13:53:57.848,,,,f,2025-09-26 00:00:00,,,HEALTHY,7375f0ad-769f-49ee-90da-757a9bf069ef
bc1c3388-8473-42fe-b69b-871570fcb8cd,58b8126a-2d2f-4f55-bc98-5b6784800bed,65059,Flip Flops,65059,,757-427-3547,2217 Upton Drive #814,,Virginia Beach,VA,23454,United States,Net 30,,,2025-10-18 14:22:52.127,2025-10-19 13:54:27.138,,,,f,,,,HEALTHY,7375f0ad-769f-49ee-90da-757a9bf069ef
bc6c7807-ffec-48c9-aba0-ca3f0c61c0f9,58b8126a-2d2f-4f55-bc98-5b6784800bed,For Goodness Sake,For Goodness Sake,,,,108D South St SE,,Leesburg,VA,20175,United States,Net 30,,,2025-10-18 14:22:58.48,2025-10-19 13:54:28.181,,,,f,,,,HEALTHY,ece838ee-03c8-433c-925b-d48907c675a6
c162bc23-4ed7-476f-9a93-6bfb1648b2be,58b8126a-2d2f-4f55-bc98-5b6784800bed,127710,Fleurie,127710,,(415) 297-5707,108 3rd Street NE,,Charlottesville,VA,22902,United States,Net 30,,,2025-10-18 14:22:50.629,2025-10-19 13:54:37.321,,,,f,,,,HEALTHY,ece838ee-03c8-433c-925b-d48907c675a6
ca082ec9-eb6f-449c-a10d-c8a3a1647e07,58b8126a-2d2f-4f55-bc98-5b6784800bed,Foraged,Foraged,,,4102350035,3520 Chestnut Ave,,baltimore,MD,21211,United States,Net 30,,,2025-10-18 14:22:58.82,2025-10-19 13:54:54.244,,,,f,,,,HEALTHY,73986a15-7951-4f80-b3e4-e7b79049e326
cf9b0346-82a2-4fcb-b3b2-c7587b98dbac,58b8126a-2d2f-4f55-bc98-5b6784800bed,Food Plenty,Food Plenty,,,410-531-0411,12250 Clarksville Pike,,Clarksville,MD,21043,United States,Net 30,,,2025-10-18 14:22:56.994,2025-10-19 13:55:10.419,,,,f,,,,HEALTHY,7375f0ad-769f-49ee-90da-757a9bf069ef
df8710d4-1c2b-43ed-8f8a-bb0c5f604638,58b8126a-2d2f-4f55-bc98-5b6784800bed,Fort Meade APG Shoppette 1040507,Fort Meade APG Shoppette 1040507,,,410-272-4647,,,Aberdeen,MD,,United States,Net 30,,,2025-10-18 14:23:01.895,2025-10-19 13:55:41.761,,,,f,,,,HEALTHY,73986a15-7951-4f80-b3e4-e7b79049e326
e4d6cdcc-b450-4b67-8f6d-8a1f4a4ac032,58b8126a-2d2f-4f55-bc98-5b6784800bed,091704,Flight,091704,,2023169489,777 6th St NW,,Washington,DC,20001,United States,Net 30,,,2025-10-18 14:22:51.097,2025-10-19 13:55:50.579,,,,f,,,,HEALTHY,7375f0ad-769f-49ee-90da-757a9bf069ef
eab48e6b-3a4e-4e48-9e9f-a47b415ceddb,58b8126a-2d2f-4f55-bc98-5b6784800bed,Ford's Fish Shack,Ford's Fish Shack,,,,44260 Ice Rink Plaza,#101,Ashburn,VA,20147,United States,Net 30,,,2025-10-18 14:22:59.118,2025-10-19 13:56:01.125,,,,f,,,,HEALTHY,ece838ee-03c8-433c-925b-d48907c675a6
eb4a578c-dfb0-4bbb-a1c2-6648c35e1c57,58b8126a-2d2f-4f55-bc98-5b6784800bed,Foreman Wolf Group,Foreman Wolf Group,,,410-982-0831,,,,,,United States,Net 30,,,2025-10-18 14:23:00.329,2025-10-19 13:56:02.66,,,,f,,,,HEALTHY,73986a15-7951-4f80-b3e4-e7b79049e326
f5e57f3c-207b-4b76-8a67-4799c44ee553,58b8126a-2d2f-4f55-bc98-5b6784800bed,4698,Foods of All Nations,4698,,(434) 987-3550,2121 Ivy Rd.,,Charlottesville,VA,22903,United States,Net 30,,,2025-10-18 14:22:58.173,2025-10-19 13:56:24.413,12,,,f,2025-10-18 00:00:00,2025-10-30 00:00:00,,HEALTHY,7375f0ad-769f-49ee-90da-757a9bf069ef
f77a25b8-2624-463c-af8e-6b8a44298476,58b8126a-2d2f-4f55-bc98-5b6784800bed,Fort Meade DETRICK MAIN STORE 1040909,Fort Meade DETRICK MAIN STORE 1040909,,,301-662-7755 ext. 100,,,Frederick,MD,,United States,Net 30,,,2025-10-18 14:23:02.147,2025-10-19 13:56:27.505,,,,f,,,,HEALTHY,7375f0ad-769f-49ee-90da-757a9bf069ef
0ef0258b-ad3b-4c48-8db2-4b9274dcf0fa,58b8126a-2d2f-4f55-bc98-5b6784800bed,Foxtrot Georgetown,Foxtrot Georgetown,,,,1267 Wisconsin Ave NW,,Washington,DC,20007,United States,Net 30,,,2025-10-18 14:23:07.821,2025-10-19 13:48:28.574,,,,f,,,,HEALTHY,73986a15-7951-4f80-b3e4-e7b79049e326
0fff2f50-b933-4723-93a2-c4a6e2631c31,58b8126a-2d2f-4f55-bc98-5b6784800bed,87897,Fortunato,87897,,(540) 400-7315,104 Kirk Ave SW,,Roanoke,VA,24011,United States,Net 30,,,2025-10-18 14:23:03.58,2025-10-19 13:48:30.77,11,,,f,2025-10-19 00:00:00,2025-10-30 00:00:00,,HEALTHY,7375f0ad-769f-49ee-90da-757a9bf069ef
1b031aa7-a11c-4047-b3a8-fac22ea67a88,58b8126a-2d2f-4f55-bc98-5b6784800bed,753788,Fredericksburg Food Coop,753788,,,320 Emancipation Hwy,,Fredericksburg,VA,22401,United States,Net 30,,,2025-10-18 14:23:13.708,2025-10-19 13:48:50.424,,,,f,2025-10-11 00:00:00,,,HEALTHY,ece838ee-03c8-433c-925b-d48907c675a6
21bcd15d-b7cb-4196-ae6e-ac876fc44041,58b8126a-2d2f-4f55-bc98-5b6784800bed,Foxtrot Rosslyn,Foxtrot Rosslyn,,,(571) 312-7293,1771 N Pierce St,,Arlington,VA,22209,United States,Net 30,,,2025-10-18 14:23:08.56,2025-10-19 13:49:04.454,,,,f,,,,HEALTHY,ece838ee-03c8-433c-925b-d48907c675a6
300a8b55-edae-4b6e-9178-a940e49be769,58b8126a-2d2f-4f55-bc98-5b6784800bed,Frazier's on the Avenue,Frazier's on the Avenue,,,,919 West 36th St,,Baltimore,MD,21211,United States,Net 30,,,2025-10-18 14:23:11.165,2025-10-19 13:49:35.478,,,,f,,,,HEALTHY,ece838ee-03c8-433c-925b-d48907c675a6
30e8867f-38f5-4f4c-8dc4-22dc95bc98a4,58b8126a-2d2f-4f55-bc98-5b6784800bed,Frederick Ice House,Frederick Ice House,,,,"300 N East St, Frederick, MD 21701",,Frederick,MD,21701,United States,Net 30,,,2025-10-18 14:23:12.473,2025-10-19 13:49:36.895,,,,f,,,,HEALTHY,ece838ee-03c8-433c-925b-d48907c675a6
3d29e02f-d11c-4d47-9d81-8719e50fdd01,58b8126a-2d2f-4f55-bc98-5b6784800bed,Foxtrot Dupont,Foxtrot Dupont,,,,1601 Connecticut Ave NW,,Washington,DC,20009,United States,Net 30,,,2025-10-18 14:23:07.516,2025-10-19 13:50:04.005,,,,f,,,,HEALTHY,7375f0ad-769f-49ee-90da-757a9bf069ef
4625c4e3-a66e-4c26-826f-8611996caefa,58b8126a-2d2f-4f55-bc98-5b6784800bed,Founding Farmers DC,Founding Farmers DC,,,,,,,DC,,United States,Net 30,,,2025-10-18 14:23:04.857,2025-10-19 13:50:23.724,,,,f,,,,HEALTHY,ece838ee-03c8-433c-925b-d48907c675a6
49042600-f046-4411-b0e0-3890faa97997,58b8126a-2d2f-4f55-bc98-5b6784800bed,20240054,Freeland Wine,20240054,,,20231 Middletown Road,,Freeland,MD,21053,United States,Net 30,,,2025-10-18 14:23:14.328,2025-10-19 13:50:29.308,,,,f,,,,HEALTHY,7375f0ad-769f-49ee-90da-757a9bf069ef
49da0e91-ad28-4bfc-9c81-a41c3fa3c6bd,58b8126a-2d2f-4f55-bc98-5b6784800bed,17409872,Forward Brewing,17409872,,cell- 410-353-1025,418 Fourth St,,Annapolis,MD,21403,United States,Net 30,,,2025-10-18 14:23:03.903,2025-10-19 13:50:30.724,,,,f,2025-09-14 00:00:00,,,HEALTHY,ece838ee-03c8-433c-925b-d48907c675a6
4ac01b07-c0cc-4c87-8e15-1497544c67d2,58b8126a-2d2f-4f55-bc98-5b6784800bed,Freddie's Beach Bar,Freddie's Beach Bar,,,703-582-4999,555 23rd St S.,,Arlington,VA,22202,United States,Net 30,,,2025-10-18 14:23:11.456,2025-10-19 13:50:32.929,,,,f,,,,HEALTHY,ece838ee-03c8-433c-925b-d48907c675a6
56c4f313-6a8c-492f-bad1-2528d616e593,58b8126a-2d2f-4f55-bc98-5b6784800bed,Founding Farmers Tysons,Founding Farmers Tysons,,,,1800 Tysons Blvd,,Tysons,VA,22102,United States,Net 30,,,2025-10-18 14:23:05.38,2025-10-19 13:50:57.928,,,,f,,,,HEALTHY,7375f0ad-769f-49ee-90da-757a9bf069ef
5f4d12e5-f409-4be5-8d49-0e831728fb93,58b8126a-2d2f-4f55-bc98-5b6784800bed,,BabySips,,,,,,,,,US,Net 30,,,2025-10-18 18:55:28.842,2025-10-19 13:51:17.479,11,,,f,2025-10-19 00:00:00,2025-10-30 00:00:00,,HEALTHY,7375f0ad-769f-49ee-90da-757a9bf069ef
6599d386-1bcf-4c6a-9203-d33229c8692e,58b8126a-2d2f-4f55-bc98-5b6784800bed,Foxtrot Logan Circle,Foxtrot Logan Circle,,,,1341 14th Street Northwest,,Washington,DC,20005,United States,Net 30,,,2025-10-18 14:23:07.966,2025-10-19 13:51:30.884,,,,f,,,,HEALTHY,7375f0ad-769f-49ee-90da-757a9bf069ef
6a7e70e7-cf32-41bf-881c-1017b0341dc6,58b8126a-2d2f-4f55-bc98-5b6784800bed,Franklin Liquors,Franklin Liquors,,,301-363-8786,2913 Urbana Pike,,Urbana,MD,21754,United States,Net 30,,,2025-10-18 14:23:10.275,2025-10-19 13:51:41.83,,,,f,,,,HEALTHY,73986a15-7951-4f80-b3e4-e7b79049e326
6abb7101-5821-4e79-ad6c-79734881fae3,58b8126a-2d2f-4f55-bc98-5b6784800bed,Frederick Wine House,Frederick Wine House,,,,30 Monocacy Boulevard,,Frederick,MD,21701,United States,Net 30,,,2025-10-18 14:23:12.838,2025-10-19 13:51:42.489,,,,f,,,,HEALTHY,73986a15-7951-4f80-b3e4-e7b79049e326
6f4d4905-59f5-4aba-9342-40d6ab05b630,58b8126a-2d2f-4f55-bc98-5b6784800bed,084577,Franco's Italian Restaurant - Staples Mill,084577,,,9010 Staples Mill Road,,Richmond,VA,23228,United States,Net 30,,,2025-10-18 14:23:09.406,2025-10-19 13:51:52.384,,,,f,,,,HEALTHY,73986a15-7951-4f80-b3e4-e7b79049e326
74b0fb3f-f1c9-4fe5-b601-2d1df0db379d,58b8126a-2d2f-4f55-bc98-5b6784800bed,Foxtrot Navy Yard,Foxtrot Navy Yard,,,,1275 New Jersey Ave SE,Suite 104,Washington,DC,20003,United States,Net 30,,,2025-10-18 14:23:08.265,2025-10-19 13:52:02.469,,,,f,,,,HEALTHY,73986a15-7951-4f80-b3e4-e7b79049e326
77ad4f2a-b9f9-4889-b13b-c4c4e60c3127,58b8126a-2d2f-4f55-bc98-5b6784800bed,Founding Farmers Reston,Founding Farmers Reston,,,,1904 Reston Metro Plaza,,Reston,VA,20190,United States,Net 30,,,2025-10-18 14:23:04.929,2025-10-19 13:52:08.452,,,,f,,,,HEALTHY,73986a15-7951-4f80-b3e4-e7b79049e326
882b5046-45a5-4326-b59a-3a4472b9c148,58b8126a-2d2f-4f55-bc98-5b6784800bed,Foti's,Foti's,,,540-604-0358,,,,,,United States,Net 30,,,2025-10-18 14:23:04.635,2025-10-19 13:52:42.533,,,,f,,,,HEALTHY,73986a15-7951-4f80-b3e4-e7b79049e326
892f04a4-8f3b-4c6d-98fe-b8fbd02cd31a,58b8126a-2d2f-4f55-bc98-5b6784800bed,Fox tail Wine Bar,Fox tail Wine Bar,,,757-755-6351,15 E Mellen St.,,Hampton,VA,23663,United States,Net 30,,,2025-10-18 14:23:06.785,2025-10-19 13:52:44.391,,,,f,,,,HEALTHY,7375f0ad-769f-49ee-90da-757a9bf069ef
8e34eb9a-0848-486e-a0fe-e89c736daa6c,58b8126a-2d2f-4f55-bc98-5b6784800bed,Freddie’s Liquor Store,Freddie’s Liquor Store,,,,7700 Marlboro Pike,,Forestville,MD,20747,United States,Net 30,,,2025-10-18 14:23:11.739,2025-10-19 13:52:53.65,,,,f,,,,HEALTHY,73986a15-7951-4f80-b3e4-e7b79049e326
8ed9b6d1-e0b0-4849-bd40-fc36bf2243f1,58b8126a-2d2f-4f55-bc98-5b6784800bed,20240174,Foundry Row,20240174,,914-413-4913,10120 Reisterstown Road,,Owings Mills,MD,21117,United States,Net 30,,,2025-10-18 14:23:05.52,2025-10-19 13:52:54.85,,,,f,,,,HEALTHY,ece838ee-03c8-433c-925b-d48907c675a6
94a4808b-e3c7-4f95-b629-4ca90dae07eb,58b8126a-2d2f-4f55-bc98-5b6784800bed,17 DW(R)533,Franklin's Restaurant,17 DW(R)533,,,5123 Baltimore Avenue,,Hyattsville,MD,20781,United States,Net 30,,,2025-10-18 14:23:10.566,2025-10-19 13:53:06.652,,,,f,,,,HEALTHY,7375f0ad-769f-49ee-90da-757a9bf069ef
9a7d9d07-68a4-4bb1-9f7b-ed2aa0cff341,58b8126a-2d2f-4f55-bc98-5b6784800bed,Foxtrot Farragut Square,Foxtrot Farragut Square,,,202-507-8528,888 17th St NW,,Washington,DC,20005,United States,Net 30,,,2025-10-18 14:23:07.668,2025-10-19 13:53:19.899,,,,f,,,,HEALTHY,ece838ee-03c8-433c-925b-d48907c675a6
a2493158-f8cb-4de0-8a78-7f5d747e3c50,58b8126a-2d2f-4f55-bc98-5b6784800bed,Frankie Rowlands Roanoke,Frankie Rowlands Roanoke,,,540-808-7818,104 S Jefferson St.,,Roanoke,VA,24011,United States,Net 30,,,2025-10-18 14:23:09.839,2025-10-19 13:53:36.648,,,,f,,,,HEALTHY,7375f0ad-769f-49ee-90da-757a9bf069ef
bc54ce81-54cf-408d-af87-f0ea85bbdf80,58b8126a-2d2f-4f55-bc98-5b6784800bed,Four Sisters,Four Sisters,,,7033598566,,,,,,United States,Net 30,,,2025-10-18 14:23:06.688,2025-10-19 13:54:27.652,,,,f,,,,HEALTHY,73986a15-7951-4f80-b3e4-e7b79049e326
d32cd868-9e96-406b-8444-0c5352c326ff,58b8126a-2d2f-4f55-bc98-5b6784800bed,Foster's Grille Haymarket,Foster's Grille Haymarket,,,,4418 Costello Way,,Haymarket,VA,20169,United States,Net 30,,,2025-10-18 14:23:04.488,2025-10-19 13:55:19.024,,,,f,,,,HEALTHY,ece838ee-03c8-433c-925b-d48907c675a6
d3cc06b8-5c88-4fb9-9d2f-e1efa9c63147,58b8126a-2d2f-4f55-bc98-5b6784800bed,Four Corners Wine & Spirits,Four Corners Wine & Spirits,,,(410) 666-7320,3427 Sweet Air Road,,Phoenix,MD,21131,United States,Net 30,,,2025-10-18 14:23:06.242,2025-10-19 13:55:20.698,,,,f,,,,HEALTHY,7375f0ad-769f-49ee-90da-757a9bf069ef
d54786af-8880-470d-b422-ad0b6b7221f0,58b8126a-2d2f-4f55-bc98-5b6784800bed,Free State Bar,Free State Bar,,,(202)601-7216,501B G Street,,Washington,DC,20001,United States,Net 30,,,2025-10-18 14:23:14.168,2025-10-19 13:55:23.845,,,,f,,,,HEALTHY,73986a15-7951-4f80-b3e4-e7b79049e326
d7da25fe-9ee1-40b7-aa61-8370447a114d,58b8126a-2d2f-4f55-bc98-5b6784800bed,Foxs Den,Foxs Den,,,,179B Main St,,Annapolis,MD,21401,United States,Net 30,,,2025-10-18 14:23:07.078,2025-10-19 13:55:28.483,,,,f,,,,HEALTHY,ece838ee-03c8-433c-925b-d48907c675a6
eccaf60c-53c7-4ece-9799-f85bbeec4e09,58b8126a-2d2f-4f55-bc98-5b6784800bed,Foxtrot Mount Vernon,Foxtrot Mount Vernon,,,,650 Massachusetts Ave NW,,Washington,DC,20001,United States,Net 30,,,2025-10-18 14:23:08.115,2025-10-19 13:56:05.469,,,,f,,,,HEALTHY,ece838ee-03c8-433c-925b-d48907c675a6
f3e2768f-b37e-48a8-9fca-7849b7c634ac,58b8126a-2d2f-4f55-bc98-5b6784800bed,Fountain Head Country Club,Fountain Head Country Club,,,301-739-6933,13316 Fountain Head Road,,Hagerstown,MD,21742,United States,Net 30,,,2025-10-18 14:23:05.946,2025-10-19 13:56:20.335,,,,f,,,,HEALTHY,73986a15-7951-4f80-b3e4-e7b79049e326
fb3604ef-8544-410b-97a6-1b8eb974cb99,58b8126a-2d2f-4f55-bc98-5b6784800bed,Foster's Grille Chantilly,Foster's Grille Chantilly,,,,5007-E Westone Plaza,,Chantilly,VA,20151,United States,Net 30,,,2025-10-18 14:23:04.347,2025-10-19 13:56:35.155,,,,f,,,,HEALTHY,7375f0ad-769f-49ee-90da-757a9bf069ef
fb7db89d-28a0-4c9e-8e8a-7e522613b320,58b8126a-2d2f-4f55-bc98-5b6784800bed,Four Seasons Baltimore - Wit & Wisdom Tavern,Four Seasons Baltimore - Wit & Wisdom Tavern,,,,200 International Drive,,Baltimore,MD,21202,United States,Net 30,,,2025-10-18 14:23:06.394,2025-10-19 13:56:36.325,,,,f,,,,HEALTHY,ece838ee-03c8-433c-925b-d48907c675a6
0707a3c2-fd2f-4782-becd-198b342f34e7,58b8126a-2d2f-4f55-bc98-5b6784800bed,59241,Garnett's Cafe,59241,,,2001 Park Avenue,,Richmond,VA,23220,United States,Net 30,,,2025-10-18 14:23:24.71,2025-10-19 13:48:13.972,,,,f,,,,HEALTHY,73986a15-7951-4f80-b3e4-e7b79049e326
12b61efb-e038-4f21-b5e6-c8aa504f29d0,58b8126a-2d2f-4f55-bc98-5b6784800bed,013360734,Gatling Point Yacht Club,013360734,,757-869-9192,903 Gatling Pointe Pkwy.,,Smithfield,VA,23430,United States,Net 30,,,2025-10-18 14:23:26.332,2025-10-19 13:48:35.402,,,,f,,,,HEALTHY,ece838ee-03c8-433c-925b-d48907c675a6
168dde89-8d43-443c-9cd5-c69935ace45f,58b8126a-2d2f-4f55-bc98-5b6784800bed,642,Garten,642,,443-223-3966,849 Baltimore Annapolis Blvd,,Severna Park,MD,21146,United States,Net 30,,,2025-10-18 14:23:25.251,2025-10-19 13:48:42.23,,,,f,,,,HEALTHY,73986a15-7951-4f80-b3e4-e7b79049e326
1d5c5409-d28c-4bc4-9b31-be7018ea36c9,58b8126a-2d2f-4f55-bc98-5b6784800bed,Fresh Market 114 New,Fresh Market 114 New,,,,12131 Jefferson Avenue,,Newport News,VA,23602,United States,Net 30,,,2025-10-18 14:23:16.148,2025-10-19 13:48:55.725,,,,f,,,,HEALTHY,ece838ee-03c8-433c-925b-d48907c675a6
3636475a-2284-45f5-ab37-9d67365d85d9,58b8126a-2d2f-4f55-bc98-5b6784800bed,Fresh Market 23 Will,Fresh Market 23 Will,,,757-565-1661,5231 Monticello Ave.,,Williamsburg,VA,23188,United States,Net 30,,,2025-10-18 14:23:17.789,2025-10-19 13:49:47.845,,,,f,,,,HEALTHY,73986a15-7951-4f80-b3e4-e7b79049e326
3647ed22-ba01-43ca-b4b4-ae75d9766434,58b8126a-2d2f-4f55-bc98-5b6784800bed,Fresh Market 67 Roan,Fresh Market 67 Roan,,,,2207 Colonial Avenue SW,,Roanoke,VA,24015,United States,Net 30,,,2025-10-18 14:23:18.244,2025-10-19 13:49:48.04,,,,f,,,,HEALTHY,73986a15-7951-4f80-b3e4-e7b79049e326
4b5aa292-9f7e-45f4-a145-a9a826edfb4f,58b8126a-2d2f-4f55-bc98-5b6784800bed,Garrison's,Garrison's,,,,,,,,,United States,Net 30,,,2025-10-18 14:23:25.028,2025-10-19 13:50:34.623,,,,f,,,,HEALTHY,7375f0ad-769f-49ee-90da-757a9bf069ef
4ce9faab-3d79-4d97-ace8-2bba21fb10ee,58b8126a-2d2f-4f55-bc98-5b6784800bed,Gemini Wine Shop + Dinner,Gemini Wine Shop + Dinner,,,,1509 17th Street NW,,Washington,DC,20036,United States,Net 30,,,2025-10-18 14:23:26.809,2025-10-19 13:50:38.128,,,,f,,,,HEALTHY,7375f0ad-769f-49ee-90da-757a9bf069ef
57729021-d0e8-4472-8e09-a21112b480bd,58b8126a-2d2f-4f55-bc98-5b6784800bed,Fusion,Fusion,,,,10752 York Road,,Cockeysville,MD,21030,United States,Net 30,,,2025-10-18 14:23:22.102,2025-10-19 13:50:59.545,,,,f,,,,HEALTHY,7375f0ad-769f-49ee-90da-757a9bf069ef
59317856-bcbf-4a1a-9ca8-dfa68b04e131,58b8126a-2d2f-4f55-bc98-5b6784800bed,Gallianos - Maple Lawn,Gallianos - Maple Lawn,,,,8110 Maple Lawn Blvd,,Maple Lawn,MD,20759,United States,Net 30,,,2025-10-18 14:23:23.95,2025-10-19 13:51:04.141,,,,f,,,,HEALTHY,ece838ee-03c8-433c-925b-d48907c675a6
5b6fe183-3891-44f6-b917-c78dac8e45e1,58b8126a-2d2f-4f55-bc98-5b6784800bed,Fry's Spring Station,Fry's Spring Station,,,,2115 Jefferson Park Avenue,,Charlottesville,VA,,United States,Net 30,,,2025-10-18 14:23:20.798,2025-10-19 13:51:08.454,,,,f,,,,HEALTHY,73986a15-7951-4f80-b3e4-e7b79049e326
61613ac6-d07b-4ef2-9e47-1c28cf822c3b,58b8126a-2d2f-4f55-bc98-5b6784800bed,060456,Saint Ex,060456,,,1847 14th St NW,,Washington,DC,20009,United States,Net 30,,,2025-10-18 14:31:20.539,2025-10-19 13:51:21.684,,,,f,,,,HEALTHY,73986a15-7951-4f80-b3e4-e7b79049e326
636c3e38-34d5-4f92-ad1c-46be5a386c0f,58b8126a-2d2f-4f55-bc98-5b6784800bed,88388,Fresh Market 216 Mid,88388,,,4600 Commonwealth Centre Parkway,,Midlothian,VA,23112,United States,Net 30,,,2025-10-18 14:23:17.345,2025-10-19 13:51:25.859,,,,f,,,,HEALTHY,ece838ee-03c8-433c-925b-d48907c675a6
6bf3db8c-2729-4914-a2e9-e6169e4ff12b,58b8126a-2d2f-4f55-bc98-5b6784800bed,Fulton Wine & Spirits,Fulton Wine & Spirits,,,301-490-9677,11845 Scaggsville Road,,Fulton,MD,20759,United States,Net 30,,,2025-10-18 14:23:21.801,2025-10-19 13:51:45.337,,,,f,,,,HEALTHY,ece838ee-03c8-433c-925b-d48907c675a6
